s.no.,name,Company-Name,Location,Year,Kilometers_Driven,Fuel_type,Transmission,Owner_type,Mileage,Engine,power,seats,New_price,Price,Depreciation_percent
5919,"Jaguar F Type 5.0 V8 S",Jaguar,Hyderabad,2015,8000,Petrol,Automatic,First,12.5,5000,488.1,2,,100,NULL
5920,"Hyundai Verna 1.6 SX",Hyundai,Kochi,2012,58646,Diesel,Manual,First,22.32,1582,126.32,5,,4.74,NULL
5921,"Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde",Mercedes-Benz,Mumbai,2016,21000,Diesel,Automatic,First,13,2143,204,5,,36,NULL
5922,"Volkswagen Vento Petrol Highline",Volkswagen,Kochi,2015,57026,Petrol,Manual,First,15.04,1598,103.6,5,,5.54,NULL
5923,"Skoda Superb Style 2.0 TDI AT",Skoda,Mumbai,2017,42000,Diesel,Automatic,First,18.19,1968,174.5,5,36.94,22.99,37.76394152680022
5924,"Mahindra Scorpio 1.99 S4 Plus",Mahindra,Kochi,2017,26741,Diesel,Manual,First,15.4,1997,120,7,,10.08,NULL
5925,"Skoda Laura Classic 1.8 TSI",Skoda,Pune,2010,85000,Petrol,Manual,First,17.5,1798,NULL,5,,2.85,NULL
5926,"Maruti 800 DX BSII",Maruti,Pune,2000,78000,Petrol,Manual,First,16.1,796,37,4,,0.55,NULL
5927,"Audi Q5 3.0 TDI Quattro Technology",Audi,Coimbatore,2018,29091,Diesel,Automatic,First,13.22,2967,241.4,5,,45.52,NULL
5928,"Mahindra NuvoSport N6",Mahindra,Coimbatore,2018,37323,Diesel,Manual,Second,17.45,1493,100,7,10.52,7.29,30.70342205323194
5929,"Volkswagen Vento Diesel Highline",Volkswagen,Chennai,2011,55595,Diesel,Manual,Second,20.54,1598,103.6,5,,4.3,NULL
5930,"Maruti Swift Dzire VXI Optional",Maruti,Chennai,2015,49900,Petrol,Manual,First,20.85,1197,83.14,5,,4.8,NULL
5931,"Maruti Ertiga VXI",Maruti,Mumbai,2012,52500,Petrol,Manual,Second,16.02,1373,93.7,7,,5.25,NULL
5932,"Maruti Alto 800 2016-2019 LXI",Maruti,Chennai,2016,5700,Petrol,Manual,First,24.7,796,47.3,5,,2.8,NULL
5933,"Hyundai i20 Magna 1.4 CRDi (Diesel)",Hyundai,Kochi,2014,53340,Diesel,Manual,First,21.9,1396,88.76,5,,4.35,NULL
5934,"Ford Ecosport 1.5 DV5 MT Titanium",Ford,Kolkata,2014,57000,Diesel,Manual,First,22.7,1498,89.84,5,,5.49,NULL
5935,"Maruti Alto K10 LXI CNG",Maruti,Pune,2015,59525,CNG,Manual,Second,32.26,998,58.2,4,,3.1,NULL
5936,"Volkswagen Vento 1.5 TDI Highline",Volkswagen,Bangalore,2014,58000,Diesel,Manual,First,20.34,1498,103.2,5,,6.5,NULL
5937,"Mahindra Scorpio VLX 2WD Airbag BSIII",Mahindra,Bangalore,2011,73000,Diesel,Manual,First,12.05,2179,120,8,,6.4,NULL
5938,"Ford Figo Aspire 1.5 TDCi Titanium Plus",Ford,Kochi,2016,33554,Diesel,Manual,First,25.83,1498,99,5,,6.22,NULL
5939,"Toyota Innova 2.5 G (Diesel) 8 Seater",Toyota,Mumbai,2012,106000,Diesel,Manual,First,12.99,2494,100,8,,8.4,NULL
5940,"Maruti Dzire LDI",Maruti,Pune,2018,27000,Diesel,Manual,First,28.4,1248,73.75,5,7.91,5.9,25.41087231352718
5941,"Renault KWID RXL",Renault,Pune,2018,1000,Petrol,Manual,First,25.17,799,53.3,5,4.45,3.4,23.595505617977533
5942,"Ford Endeavour 2.5L 4X2 MT",Ford,Jaipur,2011,119000,Diesel,Manual,Third,13.1,2499,141,7,,6.5,NULL
5943,"Mahindra Jeep MM 540 DP",Mahindra,Chennai,2002,75000,Diesel,Manual,First,0,2112,NULL,6,,1.7,NULL
5944,"Ford EcoSport 1.0 Ecoboost Titanium Plus",Ford,Delhi,2015,64000,Petrol,Manual,First,18.88,999,123.24,5,,6,NULL
5945,"Hyundai Creta 1.6 CRDi SX",Hyundai,Hyderabad,2016,63738,Diesel,Manual,First,19.67,1582,126.2,5,,11.9,NULL
5946,"BMW 5 Series 2013-2017 530d M Sport",BMW,Bangalore,2016,16000,Diesel,Automatic,First,14.69,2993,258,5,,48,NULL
5947,"Maruti Ertiga VXI AT Petrol",Maruti,Mumbai,2017,28000,Petrol,Automatic,First,18.69,1462,103,7,10.65,8,24.882629107981224
5948,"Skoda Laura L and K AT",Skoda,Hyderabad,2007,91000,Diesel,Automatic,Second,15.6,1896,106,5,,2.45,NULL
5949,"Chevrolet Beat LS",Chevrolet,Kolkata,2013,25000,Petrol,Manual,First,18.6,1199,79.4,5,,1.75,NULL
5950,"Audi Q3 2.0 TDI",Audi,Bangalore,2014,65630,Diesel,Automatic,First,15.73,1968,174.33,5,,21.75,NULL
5951,"Honda City 1.5 V MT",Honda,Pune,2014,48094,Petrol,Manual,First,17,1497,118,5,,7.25,NULL
5952,"Maruti Swift Lxi BSIII",Maruti,Pune,2009,90456,Petrol,Manual,Second,16.1,1298,88.2,5,,3,NULL
5953,"Ford Figo Diesel EXI",Ford,Jaipur,2012,140000,Diesel,Manual,First,20,1399,68,5,,2.51,NULL
5954,"Toyota Fortuner 4x4 AT",Toyota,Chennai,2015,95000,Diesel,Automatic,First,12.55,2982,168.5,7,,19.6,NULL
5955,"Mercedes-Benz New C-Class 200 CDI Classic",Mercedes-Benz,Pune,2013,79000,Diesel,Manual,Second,15.8,2148,170,5,,15.5,NULL
5956,"Toyota Innova 2.5 GX (Diesel) 7 Seater",Toyota,Chennai,2012,96000,Diesel,Manual,First,12.99,2494,100,7,,11.5,NULL
5957,"Honda City 1.5 EXI",Honda,Coimbatore,2004,186679,Petrol,Manual,Second,13,1493,100,5,,1.76,NULL
5958,"Honda Amaze S i-Dtech",Honda,Jaipur,2015,91000,Diesel,Manual,First,25.8,1498,98.6,5,,4.68,NULL
5959,"Toyota Corolla Altis 1.8 G CVT",Toyota,Delhi,2010,109703,Petrol,Automatic,Second,14.28,1798,138.03,5,20.46,4,80.44965786901271
5960,"Tata Indica Vista Quadrajet VX",Tata,Hyderabad,2012,110000,Diesel,Manual,First,22.3,1248,74,5,,2.8,NULL
5961,"Mahindra XUV500 W8 2WD",Mahindra,Mumbai,2012,35000,Diesel,Manual,First,16,2179,140,7,,8.25,NULL
5962,"Maruti Ritz VDi",Maruti,Kolkata,2010,47722,Diesel,Manual,First,21.1,1248,73.9,5,,1.7,NULL
5963,"Mercedes-Benz New C-Class C 200 AVANTGARDE",Mercedes-Benz,Mumbai,2013,25000,Petrol,Automatic,First,14.74,1991,181.04,5,,14.85,NULL
5964,"Hyundai Verna VTVT 1.6 AT SX Option",Hyundai,Mumbai,2018,8000,Petrol,Automatic,First,17,1591,121.3,5,15.14,12.85,15.125495376486134
5965,"Mercedes-Benz New C-Class C 250 CDI Elegance",Mercedes-Benz,Hyderabad,2012,65000,Diesel,Automatic,First,14.94,2143,204,5,,16,NULL
5966,"Maruti Wagon R VXI BS IV",Maruti,Hyderabad,2018,1048,Petrol,Manual,First,18.9,998,67.1,5,,4.7,NULL
5967,"Maruti Ertiga VXI",Maruti,Bangalore,2014,42000,Petrol,Manual,Second,16.02,1373,93.7,7,,5.94,NULL
5968,"Skoda Rapid Ultima 1.6 TDI Elegance",Skoda,Hyderabad,2013,55000,Diesel,Manual,First,20.5,1598,103.5,5,,8,NULL
5969,"Toyota Innova 2.5 V Diesel 8-seater",Toyota,Delhi,2010,72000,Diesel,Manual,First,12.8,2494,102,8,,5.45,NULL
5970,"Mercedes-Benz GLA Class 200 Sport",Mercedes-Benz,Kochi,2018,17773,Petrol,Automatic,First,13.7,1991,183,5,39.22,26.76,31.76950535441101
5971,"Volkswagen Polo 1.5 TDI Highline",Volkswagen,Hyderabad,2013,65000,Diesel,Manual,Second,20.14,1498,88,5,10.15,3.5,65.51724137931035
5972,"Hyundai Santro Xing GL",Hyundai,Mumbai,2008,65000,Petrol,Manual,Second,0,1086,62,5,,1.39,NULL
5973,"Hyundai Verna 1.6 CRDi EX MT",Hyundai,Kolkata,2013,53280,Diesel,Manual,First,22.32,1582,126.3,5,,4.7,NULL
5974,"Volkswagen Ameo 1.2 MPI Highline",Volkswagen,Ahmedabad,2016,34005,Petrol,Manual,First,17,1198,73.75,5,8.09,5.75,28.924598269468476
5975,"Hyundai i20 Asta Option 1.2",Hyundai,Coimbatore,2017,14618,Petrol,Manual,First,18.6,1197,81.83,5,,8.11,NULL
5976,"Maruti Wagon R LX BSIII",Maruti,Delhi,2006,65771,Petrol,Manual,Second,17.3,1061,64,5,,0.75,NULL
5977,"Tata Indica LEI",Tata,Pune,2006,78000,Petrol,Manual,Second,13.5,1405,60,5,,1,NULL
5978,"Mahindra Xylo D4",Mahindra,Hyderabad,2016,105545,Diesel,Manual,First,14,2498,112,7,,5.3,NULL
5979,"ISUZU D-MAX V-Cross 4X4",ISUZU,Jaipur,2017,25000,Diesel,Manual,First,12.4,2499,134,5,,8,NULL
5980,"Hyundai i20 2015-2017 Magna",Hyundai,Pune,2010,80561,Petrol,Manual,First,18.5,1197,80,5,,2.74,NULL
5981,"Maruti Baleno Alpha",Maruti,Mumbai,2017,6000,Petrol,Manual,First,21.4,1197,83.1,5,8.78,7.5,14.578587699316623
5982,"Tata Hexa XTA",Tata,Jaipur,2016,39000,Diesel,Automatic,First,17.6,2179,153.86,7,21,13.5,35.714285714285715
5983,"Volkswagen Polo Petrol Comfortline 1.2L",Volkswagen,Kolkata,2011,55001,Petrol,Manual,First,16.47,1198,73.9,5,,2.2,NULL
5984,"Mercedes-Benz New C-Class C 200 CGI Elegance",Mercedes-Benz,Mumbai,2012,63720,Petrol,Automatic,First,11.74,1796,186,5,,13.25,NULL
5985,"Toyota Etios GD",Toyota,Delhi,2013,70000,Diesel,Manual,First,23.59,1364,NULL,5,,3.88,NULL
5986,"Hyundai Getz GLS",Hyundai,Jaipur,2005,100000,Petrol,Manual,Second,15.3,1341,83,5,,0.85,NULL
5987,"Tata Tiago 1.2 Revotron XT",Tata,Kochi,2017,15386,Petrol,Manual,First,23.84,1199,84,5,5.56,5.11,8.093525179856103
5988,"Renault Duster 85PS Diesel RxL Option",Renault,Mumbai,2013,102486,Diesel,Manual,First,19.87,1461,83.8,5,,4.25,NULL
5989,"Audi A4 35 TDI Premium Plus",Audi,Coimbatore,2013,58629,Diesel,Automatic,Second,18.25,1968,187.74,5,53.14,16.52,68.91230711328566
5990,"Tata New Safari DICOR 2.2 VX 4x2",Tata,Pune,2008,86000,Diesel,Manual,Third,13.93,2179,138,7,,0.6,NULL
5991,"Maruti Swift VDI",Maruti,Hyderabad,2012,68238,Diesel,Manual,First,22.9,1248,74,5,,4.8,NULL
5992,"Skoda Superb Elegance 1.8 TSI AT",Skoda,Mumbai,2011,42036,Petrol,Automatic,First,13.7,1798,157.75,5,,6.25,NULL
5993,"Hyundai Elantra SX",Hyundai,Mumbai,2014,55619,Petrol,Manual,First,16.3,1797,147.5,5,,8.3,NULL
5994,"Honda City 1.5 E MT",Honda,Pune,2009,60000,Petrol,Manual,Third,17,1497,118,5,,3.25,NULL
5995,"Renault Duster 85PS Diesel RxL Explore",Renault,Pune,2015,30000,Diesel,Manual,First,19.87,1461,83.8,5,,7.75,NULL
5996,"Jaguar XF 2.2 Litre Luxury",Jaguar,Kochi,2016,31150,Diesel,Automatic,First,16.36,2179,187.7,5,,30.54,NULL
5997,"Maruti Wagon R Duo Lxi",Maruti,Jaipur,2010,70000,LPG,Manual,First,26.2,998,58.2,5,,2.27,NULL
5998,"Volkswagen Polo IPL II 1.2 Petrol Highline",Volkswagen,Pune,2010,70290,Petrol,Manual,Second,17.24,1198,73.9,5,,2.96,NULL
5999,"Tata Bolt Revotron XT",Tata,Chennai,2016,10000,Petrol,Manual,First,17.57,1193,88.7,5,7.77,4,48.51994851994852
6000,"Hyundai i20 Sportz 1.2",Hyundai,Bangalore,2014,68010,Petrol,Manual,Second,18.5,1197,82.85,5,,5.25,NULL
6001,"Audi A6 2011-2015 2.0 TDI",Audi,Kochi,2013,91903,Diesel,Automatic,First,17.68,1968,174.33,5,,17.56,NULL
6002,"Volkswagen Vento 1.6 Highline",Volkswagen,Mumbai,2011,38000,Petrol,Manual,First,16.09,1598,103.5,5,11.91,3.25,72.7120067170445
6003,"Maruti Celerio VXI",Maruti,Bangalore,2015,67600,Petrol,Manual,First,23.1,998,67.04,5,,4,NULL
6004,"Hyundai Getz GLE",Hyundai,Coimbatore,2007,66800,Petrol,Manual,First,15.3,1341,83,5,,2.2,NULL
6005,"Maruti Vitara Brezza VDi",Maruti,Pune,2016,37208,Diesel,Manual,First,24.3,1248,88.5,5,9.93,7.43,25.176233635448135
6006,"Mercedes-Benz M-Class ML 320 CDI",Mercedes-Benz,Mumbai,2009,102002,Diesel,Automatic,First,8.7,2987,224.34,5,,10.75,NULL
6007,"Maruti Swift Dzire Vdi BSIV",Maruti,Delhi,2011,68000,Diesel,Manual,First,19.3,1248,73.9,5,,2.75,NULL
6008,"Porsche Panamera Diesel",Porsche,Hyderabad,2013,40000,Diesel,Automatic,Second,17.85,2967,300,4,,45,NULL
6009,"Toyota Camry Hybrid",Toyota,Mumbai,2015,33500,Petrol,Automatic,First,19.16,2494,158.2,5,,19.75,NULL
6010,"Honda Brio 1.2 VX MT",Honda,Delhi,2013,33746,Petrol,Manual,First,18.5,1198,86.8,5,6.63,3.2,51.73453996983408
6011,"Skoda Superb 3.6 V6 FSI",Skoda,Hyderabad,2009,53000,Petrol,Automatic,First,0,3597,262.6,5,,4.75,NULL
6012,"Toyota Innova 2.5 V Diesel 7-seater",Toyota,Coimbatore,2011,45004,Diesel,Manual,First,12.8,2494,102,7,,9.48,NULL
6013,"Honda Amaze VX i-DTEC",Honda,Coimbatore,2015,70602,Diesel,Manual,First,25.8,1498,98.6,5,,4.83,NULL
6014,"Maruti Swift VDI",Maruti,Delhi,2014,27365,Diesel,Manual,First,28.4,1248,74,5,7.88,4.75,39.72081218274111
6015,"Hyundai Xcent 1.1 CRDi S",Hyundai,Jaipur,2015,100000,Diesel,Manual,First,24.4,1120,71,5,,4,NULL
6016,"Mahindra Xylo D4 BSIV",Mahindra,Jaipur,2012,55000,Diesel,Manual,Second,14,2498,112,8,,2.9,NULL
6017,"Maruti Wagon R VXI",Maruti,Kolkata,2013,46000,Petrol,Manual,First,18.9,998,67.1,5,,2.65,NULL
6018,"Chevrolet Beat Diesel",Chevrolet,Hyderabad,2011,47000,Diesel,Manual,First,25.44,936,57.6,5,,2.5,NULL
6019,"Maruti Alto K10 LXI CNG",Maruti,Delhi,2014,40929,CNG,Manual,First,32.26,998,58.2,4,,,NULL
6020,"Maruti Alto 800 2016-2019 LXI",Maruti,Coimbatore,2013,54493,Petrol,Manual,Second,24.7,796,47.3,5,,,NULL
6021,"Toyota Innova Crysta Touring Sport 2.4 MT",Toyota,Mumbai,2017,34000,Diesel,Manual,First,13.68,2393,147.8,7,25.27,,100
6022,"Toyota Etios Liva GD",Toyota,Hyderabad,2012,139000,Diesel,Manual,First,23.59,1364,NULL,5,,,NULL
6023,"Hyundai i20 Magna",Hyundai,Mumbai,2014,29000,Petrol,Manual,First,18.5,1197,82.85,5,,,NULL
6024,"Mahindra XUV500 W8 2WD",Mahindra,Coimbatore,2016,85609,Diesel,Manual,Second,16,2179,140,7,,,NULL
6025,"Toyota Fortuner 4x2 AT TRD Sportivo",Toyota,Pune,2015,59000,Diesel,Automatic,First,12.55,2982,168.7,7,,,NULL
6026,"Hyundai EON Era Plus",Hyundai,Jaipur,2013,65000,Petrol,Manual,First,21.1,814,55.2,5,,,NULL
6027,"Honda City 1.5 S MT",Honda,Mumbai,2011,66000,Petrol,Manual,Second,17,1497,118,5,,,NULL
6028,"Mahindra XUV500 W6 2WD",Mahindra,Coimbatore,2015,54684,Diesel,Manual,First,15.1,2179,140,7,,,NULL
6029,"Audi Q5 2008-2012 2.0 TDI",Audi,Mumbai,2012,78000,Diesel,Automatic,Second,12.8,1968,167.6,5,,,NULL
6030,"Hyundai Grand i10 Magna",Hyundai,Jaipur,2016,21000,Petrol,Manual,First,18.9,1197,82,5,,,NULL
6031,"Toyota Corolla H5",Toyota,Chennai,2007,90000,Petrol,Manual,Third,13.4,1794,125,5,,,NULL
6032,"Maruti Swift Vdi BSIII",Maruti,Coimbatore,2008,87628,Diesel,Manual,First,17.8,1248,75,5,,,NULL
6033,"Nissan Terrano XL",Nissan,Mumbai,2014,45000,Petrol,Manual,First,13.24,1598,102.5,5,,,NULL
6034,"BMW X1 sDrive20d",BMW,Coimbatore,2013,30788,Diesel,Automatic,First,17.05,1995,184,5,,,NULL
6035,"BMW 3 Series GT 320d Luxury Line",BMW,Hyderabad,2015,39524,Diesel,Automatic,First,19.59,1995,184,5,,,NULL
6036,"Ford Ikon 1.4 TDCi DuraTorq",Ford,Chennai,2009,140000,Diesel,Manual,First,13.8,1399,68,5,,,NULL
6037,"Maruti Swift AMT ZXI",Maruti,Kochi,2019,15409,Petrol,Automatic,First,22,1197,81.8,5,,,NULL
6038,"Maruti Swift Dzire VXi",Maruti,Jaipur,2015,36502,Petrol,Manual,First,17.5,1298,85.8,5,,,NULL
6039,"Maruti Ritz LDi",Maruti,Pune,2016,200000,Diesel,Manual,First,23.2,1248,73.94,5,,,NULL
6040,"Nissan Micra XV",Nissan,Delhi,2010,70000,Petrol,Manual,First,18.06,1198,75,5,,,NULL
6041,"Maruti Alto 800 2016-2019 LXI",Maruti,Kochi,2017,36701,Petrol,Manual,First,24.7,796,47.3,5,,,NULL
6042,"Skoda Laura 1.8 TSI Ambition",Skoda,Bangalore,2009,72000,Petrol,Manual,Second,17.5,,NULL,,,,NULL
6043,"Honda Civic 2010-2013 1.8 S MT Inspire",Honda,Bangalore,2011,40000,Petrol,Manual,Second,15.5,1799,132,5,,,NULL
6044,"Ford Ikon 1.3 Flair",Ford,Pune,2005,47000,Petrol,Manual,Second,13.8,1299,70,5,,,NULL
6045,"Maruti Alto LX",Maruti,Pune,2006,93500,Petrol,Manual,Second,19.7,796,46.3,5,,,NULL
6046,"Honda Jazz 1.5 V i DTEC",Honda,Pune,2015,52000,Diesel,Manual,First,27.3,1498,98.6,5,,,NULL
6047,"Skoda Rapid 1.5 TDI AT Ambition",Skoda,Delhi,2015,55429,Diesel,Automatic,Second,21.66,1498,103.52,5,,,NULL
6048,"Hyundai i20 1.2 Sportz",Hyundai,Mumbai,2011,133000,Petrol,Manual,Second,17,1197,80,5,,,NULL
6049,"Toyota Etios Cross 1.4L VD",Toyota,Chennai,2014,70000,Diesel,Manual,Second,23.59,1364,67.06,5,9.27,,100
6050,"Volkswagen Polo GT TDI",Volkswagen,Pune,2014,68000,Diesel,Manual,First,15.11,1598,103.6,5,,,NULL
6051,"Hyundai i10 Era 1.1 iTech SE",Hyundai,Pune,2010,71000,Petrol,Manual,Second,19.81,1086,68.05,5,,,NULL
6052,"Mitsubishi Pajero 2.8 SFX",Mitsubishi,Chennai,2012,121000,Diesel,Manual,First,10.5,2835,107.2,6,,,NULL
6053,"Maruti Swift Dzire Tour LDI",Maruti,Kolkata,2015,107000,Diesel,Manual,First,23.4,1248,74,5,,,NULL
6054,"Maruti Swift Dzire VXI",Maruti,Chennai,2015,51000,Petrol,Manual,First,19.1,1197,85.8,5,,,NULL
6055,"Skoda Rapid 1.6 MPI AT Style",Skoda,Mumbai,2017,13500,Petrol,Automatic,First,14.84,1598,103.52,5,14.95,,100
6056,"Hyundai Creta 1.6 SX Plus Dual Tone Petrol",Hyundai,Bangalore,2016,13000,Petrol,Manual,First,15.29,1591,121.3,5,,,NULL
6057,"Toyota Innova 2.5 G (Diesel) 7 Seater BS IV",Toyota,Pune,2010,81000,Diesel,Manual,First,12.8,2494,102,8,,,NULL
6058,"BMW 5 Series 520d Luxury Line",BMW,Mumbai,2012,66889,Diesel,Automatic,First,22.48,1995,190,5,70.43,,100
6059,"Maruti Baleno Alpha 1.3",Maruti,Ahmedabad,2018,32000,Diesel,Manual,First,27.39,1248,74,5,,,NULL
6060,"Audi A4 2.0 TDI 177 Bhp Technology Edition",Audi,Pune,2013,87001,Diesel,Automatic,First,17.11,1968,174.33,5,,,NULL
6061,"Audi A4 2.0 TDI Multitronic",Audi,Hyderabad,2013,55000,Diesel,Automatic,Second,16.55,1968,140,5,,,NULL
6062,"Skoda Rapid 1.6 MPI Ambition",Skoda,Jaipur,2018,4000,Petrol,Manual,First,15.41,1598,103.52,5,11.89,,100
6063,"Maruti Ertiga SHVS VDI",Maruti,Kochi,2017,27778,Diesel,Manual,First,24.52,1248,88.5,7,,,NULL
6064,"Maruti Ciaz 1.4 Zeta",Maruti,Mumbai,2017,5000,Petrol,Manual,First,20.73,1373,91.1,5,,,NULL
6065,"Maruti Ciaz ZXi",Maruti,Pune,2014,72000,Petrol,Manual,First,20.73,1373,91.1,5,,,NULL
6066,"Mercedes-Benz A Class A200 CDI Sport",Mercedes-Benz,Chennai,2015,21000,Diesel,Automatic,First,20,2143,136,5,,,NULL
6067,"Toyota Innova 2.5 ZX Diesel 7 Seater",Toyota,Kochi,2015,59299,Diesel,Manual,First,12.99,2494,100.6,7,,,NULL
6068,"BMW 3 Series 320d Prestige",BMW,Ahmedabad,2014,75000,Diesel,Automatic,First,18.88,1995,184,5,,,NULL
6069,"Maruti Alto 800 2016-2019 LXI",Maruti,Kochi,2019,3413,Petrol,Manual,First,24.7,796,47.3,5,,,NULL
6070,"Ford Ecosport 1.5 DV5 MT Titanium",Ford,Mumbai,2014,62000,Diesel,Manual,First,22.7,1498,89.84,5,,,NULL
6071,"Ford Endeavour 3.0L 4X4 AT",Ford,Mumbai,2010,105001,Diesel,Automatic,First,11.4,2953,153.86,7,,,NULL
6072,"Audi Q5 2.0 TDI",Audi,Mumbai,2013,89000,Diesel,Automatic,First,14.16,1968,174.3,5,,,NULL
6073,"Hyundai Verna 1.6 SX VTVT",Hyundai,Mumbai,2014,21000,Petrol,Manual,First,17.01,1591,121.3,5,,,NULL
6074,"Mahindra XUV500 W8 4WD",Mahindra,Kolkata,2014,50000,Diesel,Manual,First,15.1,2179,140,7,,,NULL
6075,"Maruti Vitara Brezza ZDi",Maruti,Hyderabad,2016,70687,Diesel,Manual,First,24.3,1248,88.5,5,11.02,,100
6076,"Toyota Etios Liva 1.4 VXD",Toyota,Pune,2016,104350,Diesel,Manual,First,23.59,1364,67.04,5,8.94,,100
6077,"Tata Indigo CS LX (TDI) BS III",Tata,Chennai,2011,150000,Diesel,Manual,Second,19.09,1396,69,5,,,NULL
6078,"Honda City ZX GXi",Honda,Delhi,2008,81000,Petrol,Manual,First,17.7,1497,78,5,,,NULL
6079,"Toyota Corolla Altis G",Toyota,Kolkata,2008,89000,Petrol,Manual,Second,14.53,1798,138.1,5,,,NULL
6080,"Hyundai Grand i10 Asta",Hyundai,Kochi,2017,35223,Petrol,Manual,First,18.9,1197,82,5,,,NULL
6081,"Hyundai i20 Sportz 1.2",Hyundai,Kolkata,2015,48000,Petrol,Manual,First,18.6,1197,81.83,5,,,NULL
6082,"Volkswagen Polo 1.5 TDI Comfortline",Volkswagen,Delhi,2015,60000,Diesel,Manual,First,20.14,1498,88.8,5,,,NULL
6083,"Maruti Celerio X VXI Option",Maruti,Mumbai,2018,7000,Petrol,Manual,First,23,998,67,5,5.78,,100
6084,"Chevrolet Sail Hatchback 1.2",Chevrolet,Kochi,2015,47572,Petrol,Manual,First,18.2,1199,82.5,5,,,NULL
6085,"Mahindra Scorpio VLX Special Edition BS-IV",Mahindra,Delhi,2010,72727,Diesel,Manual,Second,15.4,2179,120,8,,,NULL
6086,"Volkswagen Ameo 1.5 TDI Comfortline",Volkswagen,Mumbai,2018,4708,Diesel,Manual,First,21.66,1498,108.62,5,9.4,,100
6087,"Maruti Wagon R LXI",Maruti,Delhi,2009,55000,Petrol,Manual,Second,18.9,998,67.1,5,,,NULL
6088,"Honda Brio S Option MT",Honda,Coimbatore,2013,44198,Petrol,Manual,Second,18.4,1198,86.8,5,,,NULL
6089,"Maruti Ertiga VXI",Maruti,Ahmedabad,2015,35000,Petrol,Manual,First,16.02,1373,93.7,7,,,NULL
6090,"Hyundai Santro Xing GL",Hyundai,Ahmedabad,2013,63831,Petrol,Manual,First,0,1086,62,5,,,NULL
6091,"Ford Figo Aspire 1.2 Ti-VCT Titanium",Ford,Delhi,2017,17540,Petrol,Manual,First,18.16,1196,86.8,5,,,NULL
6092,"Tata Tiago AMT 1.2 Revotron XTA",Tata,Mumbai,2017,14000,Petrol,Automatic,First,23.84,1199,84,5,6.3,,100
6093,"Hyundai Santro Xing XL",Hyundai,Bangalore,2007,47000,Petrol,Manual,Second,0,1086,NULL,5,,,NULL
6094,"Chevrolet Beat LT",Chevrolet,Chennai,2010,75422,Petrol,Manual,Second,18.6,1199,79.4,5,,,NULL
6095,"Nissan Micra Diesel XV",Nissan,Hyderabad,2011,67000,Diesel,Manual,Second,23.08,1461,63.1,5,,,NULL
6096,"Toyota Innova 2.5 GX (Diesel) 8 Seater",Toyota,Delhi,2013,79999,Diesel,Manual,First,12.99,2494,100,8,,,NULL
6097,"Hyundai Xcent 1.2 VTVT E",Hyundai,Kolkata,2017,5044,Petrol,Manual,First,20.14,1197,81.86,5,6.41,,100
6098,"Maruti Ciaz VXi",Maruti,Kolkata,2016,31601,Petrol,Manual,First,20.73,1373,91.1,5,,,NULL
6099,"BMW 5 Series 2013-2017 520d Luxury Line",BMW,Delhi,2014,70000,Diesel,Automatic,First,18.12,1995,190,5,,,NULL
6100,"Toyota Camry Hybrid 2.5",Toyota,Ahmedabad,2016,16000,Petrol,Automatic,First,19.16,2487,175.67,5,40.62,,100
6101,"Toyota Corolla Altis D-4D G",Toyota,Mumbai,2016,31700,Diesel,Manual,First,21.43,1364,87.2,5,,,NULL
6102,"Hyundai Verna 1.6 SX CRDi (O)",Hyundai,Kochi,2014,76969,Diesel,Manual,First,22.32,1582,126.32,5,,,NULL
6103,"Volkswagen Vento 1.5 TDI Highline AT",Volkswagen,Kolkata,2015,37000,Diesel,Automatic,First,21.21,1498,103.2,5,,,NULL
6104,"Nissan Teana XL",Nissan,Mumbai,2014,23000,Petrol,Automatic,First,11.07,2496,179.5,5,,,NULL
6105,"Hyundai i20 1.2 Sportz Option",Hyundai,Coimbatore,2014,59098,Petrol,Manual,Second,17,1197,80,5,,,NULL
6106,"Tata Manza Club Class Safire90 LX",Tata,Kochi,2010,142299,Petrol,Manual,First,13.07,1368,88.76,5,,,NULL
6107,"Ford Figo Diesel ZXI",Ford,Jaipur,2011,75731,Diesel,Manual,First,20,1399,68,5,,,NULL
6108,"Hyundai i20 Asta 1.2",Hyundai,Coimbatore,2017,69627,Petrol,Manual,First,18.6,1197,81.83,5,,,NULL
6109,"Ford Fiesta Classic 1.6 SXI Duratec",Ford,Mumbai,2011,49000,Petrol,Manual,First,15.3,1596,99.6,5,,,NULL
6110,"Mercedes-Benz B Class B180 Sports",Mercedes-Benz,Mumbai,2015,25700,Petrol,Automatic,First,11.9,1595,120.7,5,,,NULL
6111,"Hyundai i20 Magna",Hyundai,Delhi,2012,80800,Petrol,Manual,First,18.5,1197,82.85,5,,,NULL
6112,"Maruti Swift Dzire VDI",Maruti,Hyderabad,2013,110896,Diesel,Manual,First,23.4,1248,74,5,,,NULL
6113,"Hyundai Santro Xing GLS",Hyundai,Kolkata,2009,62261,Petrol,Manual,First,17.92,1086,62.1,5,,,NULL
6114,"Maruti Baleno Alpha",Maruti,Kochi,2017,27610,Petrol,Manual,First,21.4,1197,83.1,5,8.8,,100
6115,"Honda Accord 2.4 Elegance M/T",Honda,Kochi,2011,89219,Petrol,Manual,First,10.2,2354,180,5,,,NULL
